Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
MPSO;Diagnóstico e Intervenção Social e Organizacional;M8206TP02;MPSO-A2;40;VERDADEIRO;FALSO;Sex;16:00:00;18:00:00;02/12/2022;Sala Aulas Mestrado;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
CIESPP;Análise de Campanhas Políticas;02678TP01;CI-ESPP-2;35;VERDADEIRO;FALSO;Ter;20:30:00;22:30:00;29/11/2022;Sala Aulas Mestrado;1E04;50;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638T08;FCA3, FCA2, FCA1;100;FALSO;VERDADEIRO;Seg;14:30:00;16:00:00;28/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira;89;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;VERDADEIRO;VERDADEIRO;Seg;13:00:00;14:30:00;28/11/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;VERDADEIRO;VERDADEIRO;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;FALSO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;1E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;80;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;VERDADEIRO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;B2.02;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MA, MA-UTAD, EP;Métodos de Pesquisa em Antropologia (2º Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;FALSO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;FALSO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Laboratório de Informática;D1.11;22;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;FALSO;VERDADEIRO;Ter;11:00:00;12:30:00;29/11/2022;Laboratório de Informática;D1.11;22;Horário sala visível portal público, Laboratório de Informática
LFC, LG, LGM, LGIL;Gestão do Marketing;L1805T01;GILA2, GILA1;58;FALSO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Gestão de Recursos Humanos e de Equipas;03737TP06;IGE-C6, IGE-C5, IGE-C4;22;VERDADEIRO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;C4.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Arquitectura V;L6095PL03;ARQ-C6, ARQ-C5;22;FALSO;FALSO;Seg;13:00:00;14:30:00;28/11/2022;Arq 5;B3.05;87;Sala de Arquitectura, Horário sala visível portal público, Arq 5
MIA;Arquitectura V;L6095PL03;ARQ-C6, ARQ-C5;22;FALSO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Arq 5;B3.05;87;Sala de Arquitectura, Horário sala visível portal público, Arq 5
MIA;Arquitectura V;L6095PL03;ARQ-C6, ARQ-C5;22;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Arq 5;B3.05;87;Sala de Arquitectura, Horário sala visível portal público, Arq 5
DATMC;Metodologias de Investigação em Arquitectura dos Territórios Metropolitanos Contemporâneos (18ects);03954TP01;DATMC1;8;FALSO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;C4.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
LP;Percepção, Atenção e Memória;L5209TP05;PA4, PA2;67;FALSO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala/anfiteatro aulas;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC, LG;Informática de Gestão;L0718TP11;FCA3;30;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LFC, LG;Informática de Gestão;L0718TP11;FCA3;30;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL;Álgebra Linear;03702TP04;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;43;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL;Álgebra Linear;03702TP04;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;43;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;C5.09;56;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Modelos Organizacionais;MOT06;GiB2;29;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;C3.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP04;GiC1;62;VERDADEIRO;VERDADEIRO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;Auditório Silva Leal;60;Sala/anfiteatro aulas, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP04;GiC1;62;VERDADEIRO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;Auditório Silva Leal;60;Sala/anfiteatro aulas, Horário sala visível portal público
LETI;Modulação e Codificação;L0787PL07;ET-C4, ET-C3;18;FALSO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Lab ISTA;C6.06;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
LETI;Modulação e Codificação;L0787PL07;ET-C4, ET-C3;18;FALSO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Lab ISTA;C6.06;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL19;EI-PL-A1;29;FALSO;FALSO;Qua;21:00:00;22:30:00;30/11/2022;Laboratório de Informática;D1.01;35;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL19;EI-PL-A1;29;FALSO;FALSO;Qua;19:30:00;21:00:00;30/11/2022;Laboratório de Informática;D1.01;35;Horário sala visível portal público, Laboratório de Informática
CIECSH;Os Desafios da Cultura, da Cidadania e dos Direitos Humanos;03433TP01;CI-ECSH 1;48;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;Auditório 0NE01;72;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIECSH;Os Desafios da Cultura, da Cidadania e dos Direitos Humanos;03433TP01;CI-ECSH 1;48;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;Auditório 0NE01;72;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MIA;Projecto Final de Arquitectura (2020);PFAT04;ARQ-E4;11;FALSO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL08;GiA2;37;FALSO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCP, LS, LS-PL;Análise de Dados em Ciências Sociais - Descritiva;L5400TP02;SA3;32;FALSO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Laboratório de Informática;D1.03;20;Horário sala visível portal público, Laboratório de Informática
LCP, LS, LS-PL;Análise de Dados em Ciências Sociais - Descritiva;L5400TP02;SA3;32;FALSO;VERDADEIRO;Qua;09:30:00;11:00:00;30/11/2022;Laboratório de Informática;D1.03;20;Horário sala visível portal público, Laboratório de Informática
LIGE, LIGE-PL;Álgebra;L0135TP02;IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A1;76;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;Auditório B2.04;192;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Álgebra;L0135TP02;IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A1;76;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;Auditório B2.04;192;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T03;IGE-PL-C2, IGE-PL-C1, EI-PL-C2, EI-PL-C1;96;VERDADEIRO;VERDADEIRO;Seg;19:30:00;21:00:00;28/11/2022;Anfiteatro aulas;;0;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705T05;IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1;85;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Anfiteatro aulas;Auditório B2.04;192;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LP;Percepção de Pessoas e Relações Interpessoais;L5211TP04;PC4, PC3, PC2, PC1;74;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira;89;Sala/anfiteatro aulas, Horário sala visível portal público
MEI;Gestão de Sistemas de Informação (2º Ciclo);03748TP03;MEI-PL-A1;39;VERDADEIRO;FALSO;Sex;19:30:00;21:00:00;02/12/2022;Sala Aulas Mestrado;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MGE;Economia para Gestores;M2601TP01;MGEA1;36;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala Aulas Mestrado;C3.02;38;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MGE;Economia para Gestores;M2601TP01;MGEA1;36;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala Aulas Mestrado;C3.02;38;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705PL08;ET-A9, ET-A8, ET-A7;21;FALSO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Laboratório de Arquitectura de Computadores II;C7.10;80;Laboratório de Arquitectura de Computadores II, Horário sala visível portal público, Lab ISTA
CT;Competências para o Mercado de Trabalho;02256TP02;CI-CT-02;31;VERDADEIRO;FALSO;Seg;09:30:00;12:30:00;28/11/2022;Sala de Aulas normal;2E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Pensamento Crítico;00677TP07;CDA2PL, CI-CT-05, CT-CDA2-PL;22;VERDADEIRO;FALSO;Sex;20:00:00;22:00:00;02/12/2022;Sala de Aulas normal;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Gestão Urbana (2020);03840TP02;ARQ-E4, ARQ-E3;23;FALSO;FALSO;Sex;08:00:00;09:30:00;02/12/2022;Laboratório de Informática;D1.01;35;Horário sala visível portal público, Laboratório de Informática
LG;Macroeconomia;L0236PL09;GiB2;29;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;C3.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CT;Português Como Língua Estrangeira - Elementar;01938T01;CI-CT-01;19;VERDADEIRO;FALSO;Ter;11:00:00;13:00:00;29/11/2022;Sala de Aulas normal;AA3.30;24;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG;Contabilidade de Gestão II;L0644TP09;GB1;41;VERDADEIRO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Sistemas de Data Warehouse e Business Intelligence;03744TP04;IGE-D2;34;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Sistemas de Data Warehouse e Business Intelligence;03744TP04;IGE-D2;34;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;VERDADEIRO;VERDADEIRO;Seg;13:00:00;15:00:00;28/11/2022;Sala Aulas Mestrado;Auditório 0NE01;72;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Investimentos e Mercados Financeiros;IMFTP01;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;50;VERDADEIRO;FALSO;Sex;08:00:00;09:30:00;02/12/2022;Sala de Aulas normal;Auditório 2;122;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Investimentos e Mercados Financeiros;IMFTP01;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;50;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;Auditório 2;122;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Investimentos e Mercados Financeiros;IMFTP01;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;50;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;Auditório 2;122;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Gestão de Projectos de Tecnologia e Sistemas de Informação;L5249TP04;IGE-PL-D2, IGE-PL-D1;29;VERDADEIRO;FALSO;Seg;21:00:00;22:30:00;28/11/2022;Sala de Aulas normal;C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Microeconomia;L5004PL15;GA5;56;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C4.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
TourDC, MGHT;Turismo e Mundos Urbanos;02297TP01;TourDC-B1;26;VERDADEIRO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala Aulas Mestrado;AA2.28;30;Sala/anfiteatro aulas, Horário sala visível portal público
TourDC, MGHT;Turismo e Mundos Urbanos;02297TP01;TourDC-B1;26;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala Aulas Mestrado;AA2.28;30;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG;Estatística I;L0119T05;FCB2, FCB1;96;VERDADEIRO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Anfiteatro aulas;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;VERDADEIRO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;VERDADEIRO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;VERDADEIRO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCD, LCD-PL;Introdução A Modelos Dinâmicos;03602TP03;CDB2;26;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;BYOD (Bring Your Own Device);C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Introdução A Modelos Dinâmicos;03602TP03;CDB2;26;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;BYOD (Bring Your Own Device);C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Gestão Integrada das Operações;02031TP03;GC1;48;FALSO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Gestão Integrada das Operações;02031TP03;GC1;48;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala/anfiteatro aulas;;0;
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;VERDADEIRO;VERDADEIRO;Sex;14:30:00;16:00:00;02/12/2022;Sala Aulas Mestrado;C2.02;36;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;VERDADEIRO;VERDADEIRO;Qua;14:30:00;16:00:00;30/11/2022;Sala Aulas Mestrado;Auditório 0NE02-Caiano Pereira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Modelos Organizacionais;MOTP11;GB3;39;VERDADEIRO;FALSO;Sex;08:00:00;09:30:00;02/12/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;VERDADEIRO;FALSO;Seg;20:30:00;22:30:00;28/11/2022;Sala Aulas Mestrado;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;VERDADEIRO;FALSO;Seg;20:30:00;22:30:00;28/11/2022;Sala de Aulas normal;Auditório 4;250;Sala/anfiteatro aulas, Horário sala visível portal público
LP;Estatística e Análise de Dados III;L5242TP01;PC3, PC1;52;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Sala/anfiteatro aulas;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LP;Estatística e Análise de Dados III;L5242TP01;PC3, PC1;52;FALSO;FALSO;Seg;13:00:00;14:30:00;28/11/2022;Sala/anfiteatro aulas;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCP, LSS-PL, LS, LS-PL;Modernidade e Questão Social;L6121TP02;S-PL-C1, SC3, SC2, SC1, CPC1;26;VERDADEIRO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;1E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCP, LSS-PL, LS, LS-PL;Modernidade e Questão Social;L6121TP02;S-PL-C1, SC3, SC2, SC1, CPC1;26;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;1E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL16;EI-PL-B1;18;VERDADEIRO;FALSO;Qua;21:00:00;22:30:00;30/11/2022;Laboratório de Informática;D1.12;27;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL16;EI-PL-B1;18;VERDADEIRO;FALSO;Qua;19:30:00;21:00:00;30/11/2022;Laboratório de Informática;D1.12;27;Horário sala visível portal público, Laboratório de Informática
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;VERDADEIRO;FALSO;Seg;20:30:00;22:30:00;28/11/2022;Sala Aulas Mestrado;Auditório Silva Leal;60;Sala/anfiteatro aulas, Horário sala visível portal público
LEI, LEI-PL;Agentes Autónomos;03727PL06;EI-C3, EI-C2, EI-C1;58;FALSO;VERDADEIRO;Qua;14:30:00;16:00:00;30/11/2022;BYOD (Bring Your Own Device);0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Electromagnetismo;L2101PL03;ET-B12, ET-B11, ET-B10;7;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Lab ISTA;C7.07;86;Laboratório de Bases de Engenharia, Horário sala visível portal público, Lab ISTA
LETI;Electromagnetismo;L2101PL03;ET-B12, ET-B11, ET-B10;7;FALSO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Lab ISTA;C7.07;86;Laboratório de Bases de Engenharia, Horário sala visível portal público, Lab ISTA
LETI;Electromagnetismo;L2101PL04;ET-B6, ET-B5, ET-B4;31;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Lab ISTA;C6.09;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
LETI;Electromagnetismo;L2101PL04;ET-B6, ET-B5, ET-B4;31;FALSO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Lab ISTA;C6.09;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
MIA;Arquitectura I;L2205PL03;ARQ-A6, ARQ-A5;24;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Arq 6;B3.06;87;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Arquitectura I;L2205PL03;ARQ-A6, ARQ-A5;24;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Arq 6;B3.06;87;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Arquitectura I;L2205PL03;ARQ-A6, ARQ-A5;24;FALSO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Arq 6;B3.06;87;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Arquitectura I;L2205PL03;ARQ-A6, ARQ-A5;24;FALSO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Arq 6;B3.06;87;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Arquitectura I;L2205PL03;ARQ-A6, ARQ-A5;24;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Arq 6;B3.06;87;Sala de Arquitectura, Arq 6, Horário sala visível portal público
